,0
329,24
330,24
331,56
332,30
333,16
334,2
335,13
336,17
337,11
338,24
339,2
340,8
341,7
342,61
343,68
344,14
345,21
346,35
347,53
348,46
349,10
350,2
351,22
352,2
353,11
354,20
355,10
356,13
357,16
358,81
359,67
360,2
361,3
362,11
363,75
364,31
365,13
366,23
367,7
368,14
369,20
370,3
371,166
372,9
373,15
374,5
375,76
376,38
377,33
378,4
379,13
380,95
381,26
382,17
383,13
384,28
385,10
386,3
387,23
388,20
389,27
390,123
391,33
392,19
393,30
394,57
395,10
396,28
397,61
398,1
399,5
400,16
401,5
402,2
403,18
404,61
405,4
406,41
407,28
408,6
409,43
410,19
411,30
412,5
413,29
414,22
415,10
416,6
417,39
418,8
419,19
420,4
421,3
422,12
423,52
424,26
425,20
426,17
427,22
428,14
429,18
430,3
431,31
432,10
433,24
434,2
435,48
436,22
437,44
438,36
439,9
440,16
441,28
442,10
443,90
444,11
445,20
446,22
447,5
448,19
449,29
450,2
451,59
452,3
453,3
454,16
455,21
456,3
457,9
458,10
459,24
460,23
461,5
462,3
463,25
464,13
465,43
466,62
467,35
468,17
469,2
470,21
471,16
472,27
473,7
474,23
475,35
476,8
477,7
478,28
479,20
480,18
481,20
482,95
483,3
484,30
485,8
486,36
487,20
488,29
489,59
490,16
491,15
492,22
493,13
494,28
495,2
496,19
497,18
498,27
499,17
500,87
501,20
502,11
503,4
504,1
505,21
506,23
507,11
508,6
509,65
510,62
511,8
512,45
513,7
514,15
515,11
516,54
517,3
518,16
519,63
520,95
521,37
522,29
523,19
524,26
525,3
526,12
527,11
528,13
529,20
530,13
531,35
532,110
533,21
534,69
535,8
536,15
537,49
538,30
539,52
540,55
541,5
542,24
543,19
544,4
545,46
546,16
547,38
548,15
549,47
550,49
551,46
552,32
553,15
554,57
555,43
556,34
557,22
558,13
559,22
560,10
561,21
562,15
563,43
564,19
565,35
566,4
567,27
568,9
569,21
570,20
571,26
572,8
573,3
574,194
575,28
576,27
577,2
578,27
579,28
580,12
581,8
582,3
583,31
584,12
585,15
586,24
587,11
588,32
589,2
590,15
591,37
592,73
593,35
594,25
595,32
596,8
597,78
598,25
599,13
600,25
601,20
602,43
603,4
604,12
605,2
606,11
607,10
608,12
609,25
610,33
611,70
612,3
613,20
614,11
615,33
616,15
617,8
618,37
619,29
620,43
621,3
622,13
623,14
624,24
625,17
626,14
627,16
628,5
629,12
630,20
631,10
632,3
633,47
634,19
635,7
636,1
637,6
638,31
639,21
640,7
641,17
642,10
643,23
644,4
645,19
646,14
647,58
648,18
649,19
650,16
651,43
652,5
653,18
654,67
655,43
656,21
657,20
658,19
659,18
660,18
661,23
662,8
663,9
664,5
665,29
666,12
667,30
668,33
669,41
670,4
671,29
672,72
673,25
674,239
675,22
676,12
677,3
678,2
679,3
680,45
681,17
682,10
683,40
684,6
685,3
686,24
687,6
688,7
689,144
690,16
691,25
692,20
693,5
694,17
695,33
696,4
697,15
698,11
699,15
700,16
701,5
702,92
703,23
704,28
705,7
706,18
707,43
708,16
709,11
710,19
711,17
712,20
713,18
714,4
715,23
716,5
717,2
718,130
719,27
720,26
721,41
722,7
723,97
724,31
725,61
726,3
727,18
728,5
729,15
730,10
731,88
732,18
733,12
734,12
735,17
736,16
737,18
738,58
739,37
740,6
741,11
742,4
743,27
744,25
745,11
746,28
747,3
748,30
749,17
750,22
751,4
752,11
753,21
754,27
755,24
756,14
757,24
758,36
759,15
760,72
761,16
762,8
763,31
764,37
765,18
766,30
767,12
768,14
769,8
770,5
771,5
772,4
773,83
774,3
775,5
776,7
777,5
778,22
779,26
780,26
781,21
782,11
783,39
784,40
785,9
786,26
787,18
788,8
789,5
790,67
791,62
792,20
793,35
794,11
795,124
796,9
797,25
798,13
799,68
800,14
801,19
802,3
803,8
804,40
805,46
806,26
807,7
808,10
809,2
810,72
811,104
812,3
813,67
814,8
815,5
816,9
817,5
818,20
819,6
820,20
821,12
822,2
823,106
824,17
825,38
826,15
827,13
828,3
829,7
830,16
831,27
832,25
833,21
834,30
835,9
836,17
837,22
838,48
839,32
840,12
841,27
842,11
843,6
844,28
845,23
846,21
847,4
848,13
849,9
850,10
851,35
852,18
853,73
854,8
855,22
856,24
857,25
858,19
859,23
860,14
861,18
862,13
863,42
864,31
865,3
866,4
867,5
868,12
869,2
870,17
871,5
872,35
873,25
874,32
875,20
876,21
877,10
878,50
879,3
880,41
881,24
882,4
883,19
884,6
885,72
886,4
887,30
888,11
889,45
890,76
891,22
892,27
893,4
894,30
895,73
896,35
897,9
898,11
899,14
900,24
901,12
902,44
903,25
904,4
905,15
906,33
907,11
908,51
909,35
910,16
911,37
912,5
913,4
914,13
915,71
916,9
917,41
918,25
919,17
920,23
921,7
922,24
923,12
924,5
925,81
926,16
927,3
928,35
929,3
930,5
931,19
932,5
933,26
934,21
935,23
936,8
937,10
938,30
939,26
940,14
941,23
942,16
943,5
944,4
945,23
946,26
947,13
948,20
949,12
950,3
951,50
952,16
953,21
954,201
955,13
956,14
957,3
958,2
959,32
960,24
961,34
962,14
963,14
964,31
965,14
966,2
967,81
968,24
969,3
970,46
971,57
972,14
973,22
974,36
975,25
976,104
977,25
978,29
979,52
980,7
981,14
982,22
983,3
984,4
985,18
986,22
987,17
988,24
989,5
990,10
991,30
992,23
993,35
994,19
995,2
996,5
997,35
998,12
999,3
1000,17
1001,23
1002,16
1003,44
1004,16
1005,22
1006,72
1007,38
1008,4
1009,19
1010,75
1011,4
1012,10
1013,28
1014,18
1015,36
1016,23
1017,25
1018,12
1019,48
1020,7
1021,20
1022,10
1023,37
1024,17
1025,25
1026,16
1027,41
1028,18
1029,38
1030,24
1031,10
1032,3
1033,48
1034,12
1035,23
1036,19
1037,5
1038,13
1039,55
1040,5
1041,2
1042,19
1043,28
1044,98
1045,3
1046,63
1047,36
1048,50
1049,33
1050,11
1051,16
1052,13
1053,3
1054,33
1055,29
1056,10
1057,41
1058,35
1059,4
1060,19
1061,22
1062,24
1063,12
1064,16
1065,10
1066,23
1067,7
1068,21
1069,16
1070,21
1071,12
1072,27
1073,7
1074,3
1075,18
1076,29
1077,272
1078,2
1079,4
1080,5
1081,35
1082,22
1083,8
1084,29
1085,4
1086,24
1087,47
1088,12
1089,18
1090,14
1091,35
1092,6
1093,24
1094,19
1095,39
1096,13
1097,77
1098,59
1099,20
1100,14
1101,46
1102,11
1103,3
1104,34
1105,32
1106,38
1107,17
1108,81
1109,2
1110,5
1111,68
1112,17
1113,3
1114,15
1115,2
1116,10
1117,9
1118,48
1119,57
1120,17
1121,32
1122,75
1123,187
1124,20
1125,3
1126,27
1127,11
1128,40
1129,52
1130,16
1131,24
1132,42
1133,19
1134,9
1135,3
1136,21
1137,73
1138,24
1139,5
1140,11
1141,13
1142,14
1143,9
1144,7
1145,22
1146,8
1147,4
1148,5
1149,26
1150,27
1151,41
1152,21
1153,8
1154,2
1155,15
1156,39
1157,41
1158,6
1159,4
1160,19
1161,22
1162,36
1163,24
1164,16
1165,10
1166,81
1167,29
1168,31
1169,5
1170,34
1171,76
1172,103
1173,27
1174,42
1175,3
1176,60
1177,19
1178,64
1179,11
1180,19
1181,40
1182,3
1183,8
1184,16
1185,57
1186,14
1187,26
1188,2
1189,78
1190,16
1191,10
1192,19
1193,14
1194,18
1195,16
1196,4
1197,3
1198,4
1199,40
1200,33
1201,3
1202,16
1203,3
1204,12
1205,26
1206,6
1207,3
1208,31
1209,18
1210,34
1211,12
1212,14
1213,166
1214,3
1215,16
1216,28
1217,19
1218,11
1219,27
1220,5
1221,4
1222,36
1223,3
1224,11
1225,40
1226,2
1227,18
1228,24
1229,2
1230,159
1231,10
1232,17
1233,9
1234,18
1235,78
1236,152
1237,8
1238,16
1239,24
1240,25
1241,14
1242,5
1243,20
1244,128
1245,12
1246,9
1247,23
1248,76
1249,20
1250,25
1251,20
1252,13
1253,50
1254,10
1255,7
1256,67
1257,28
1258,1
1259,38
1260,25
1261,25
1262,9
1263,348
1264,34
1265,14
1266,22
1267,19
1268,20
1269,31
1270,2
1271,15
1272,24
1273,14
1274,8
1275,28
1276,25
1277,16
1278,60
1279,22
1280,21
1281,23
1282,3
1283,3
1284,13
1285,2
1286,6
1287,3
1288,18
1289,13
1290,23
1291,12
1292,86
1293,36
1294,40
1295,12
1296,5
1297,3
1298,28
1299,23
1300,14
1301,27
1302,14
1303,42
1304,35
1305,95
1306,26
1307,4
1308,9
1309,3
1310,90
1311,3
1312,6
1313,3
1314,40
1315,14
1316,11
1317,65
1318,36
1319,4
1320,100
1321,22
1322,25
1323,25
1324,3
1325,4
1326,8
1327,15
1328,4
1329,13
1330,71
1331,13
1332,5
1333,25
1334,61
1335,24
1336,38
1337,26
1338,15
1339,73
1340,3
1341,34
1342,7
1343,33
1344,7
1345,36
1346,105
1347,3
1348,16
1349,20
1350,15
1351,2
1352,4
1353,25
1354,4
1355,5
1356,12
1357,16
1358,58
1359,21
1360,7
1361,18
1362,23
1363,32
1364,5
1365,12
1366,3
1367,3
1368,23
1369,13
1370,40
1371,5
1372,87
1373,1
1374,19
1375,18
1376,32
1377,132
1378,96
1379,16
1380,3
1381,4
1382,2
1383,11
1384,21
1385,36
1386,79
1387,4
1388,49
1389,14
1390,52
1391,4
1392,45
1393,31
1394,27
1395,28
1396,12
1397,52
1398,4
1399,24
1400,6
1401,3
1402,3
1403,78
1404,127
1405,3
1406,4
1407,3
1408,11
1409,25
1410,105
1411,20
1412,15
1413,6
1414,54
1415,20
1416,9
1417,9
1418,37
1419,10
1420,26
1421,2
1422,24
1423,9
1424,40
1425,19
1426,23
1427,58
1428,22
1429,84
1430,30
1431,4
1432,3
1433,5
1434,37
1435,2
1436,32
1437,15
1438,55
1439,8
1440,373
1441,3
1442,44
1443,11
1444,6
1445,16
1446,16
1447,8
1448,26
1449,30
1450,20
1451,22
1452,6
1453,20
1454,21
1455,4
1456,36
1457,18
1458,39
1459,15
1460,39
1461,75
1462,46
1463,17
1464,25
1465,16
1466,10
1467,23
1468,40
1469,43
1470,9
1471,5
1472,14
1473,21
1474,7
1475,4
1476,6
1477,27
1478,43
1479,16
1480,11
1481,40
1482,15
1483,13
1484,5
1485,31
1486,16
1487,18
1488,74
1489,11
1490,21
1491,2
1492,23
1493,3
1494,10
1495,5
1496,45
1497,14
1498,14
1499,32
1500,8
1501,52
1502,26
1503,43
1504,5
1505,5
1506,3
1507,4
1508,25
1509,12
1510,5
1511,7
1512,15
1513,2
1514,6
1515,9
1516,5
1517,32
1518,4
1519,27
1520,21
1521,3
1522,4
1523,22
1524,15
1525,50
1526,15
1527,21
1528,12
1529,13
1530,5
1531,43
1532,11
1533,32
1534,9
1535,17
1536,28
1537,4
1538,47
1539,13
1540,32
1541,15
1542,181
1543,57
1544,17
1545,61
1546,6
1547,28
1548,86
1549,12
1550,20
1551,20
1552,3
1553,24
1554,29
1555,11
1556,31
1557,20
1558,15
1559,28
1560,3
1561,4
1562,9
1563,21
1564,33
1565,28
1566,14
1567,13
1568,35
1569,13
1570,12
1571,55
1572,105
1573,46
1574,83
1575,11
1576,9
1577,24
1578,22
1579,22
1580,4
1581,23
1582,10
1583,61
1584,3
1585,20
1586,5
1587,110
1588,6
1589,4
1590,44
1591,29
1592,4
1593,22
1594,43
1595,2
1596,10
1597,9
1598,7
1599,16
1600,23
1601,13
1602,78
1603,59
1604,71
1605,12
1606,16
1607,95
1608,6
1609,70
1610,16
1611,22
1612,25
1613,14
1614,4
1615,107
1616,39
1617,41
1618,29
1619,30
1620,5
1621,9
1622,26
1623,30
1624,28
1625,30
1626,21
1627,25
1628,241
1629,12
1630,9
1631,3
1632,37
1633,9
1634,25
1635,43
1636,12
1637,25
1638,48
1639,14
1640,16
1641,28
1642,41
1643,2
1644,20
1645,29
1646,40
1647,26
1648,9
1649,3
1650,34
1651,32
1652,9
1653,24
1654,12
1655,13
1656,12
1657,5
1658,23
1659,6
1660,4
1661,30
1662,64
1663,37
1664,29
1665,33
1666,24
1667,15
1668,12
1669,42
1670,3
1671,3
1672,14
1673,14
1674,3
1675,8
1676,43
1677,16
1678,33
1679,2
1680,4
1681,14
1682,23
1683,91
1684,30
1685,29
1686,12
1687,51
1688,3
1689,115
1690,14
1691,15
1692,4
1693,21
1694,8
1695,10
1696,5
1697,15
1698,17
1699,3
1700,6
1701,19
1702,42
1703,40
1704,23
1705,15
1706,3
1707,67
1708,5
1709,1
1710,7
1711,12
1712,23
1713,52
1714,22
1715,58
1716,370
1717,3
1718,40
1719,10
1720,1
1721,32
1722,11
1723,35
1724,29
1725,7
1726,52
1727,24
1728,14
1729,14
1730,16
1731,11
1732,18
1733,18
1734,6
1735,19
1736,51
1737,8
1738,138
1739,11
1740,9
1741,45
1742,2
1743,27
1744,10
1745,7
1746,32
1747,4
1748,22
1749,3
1750,19
1751,28
1752,16
1753,14
1754,73
1755,18
1756,32
1757,36
1758,7
1759,37
1760,5
1761,19
1762,13
1763,38
1764,34
1765,13
1766,17
1767,2
1768,29
1769,10
1770,78
1771,33
1772,132
1773,4
1774,26
1775,3
1776,20
1777,45
1778,32
1779,24
1780,15
1781,4
1782,51
1783,18
1784,19
1785,5
1786,5
1787,26
1788,2
1789,27
1790,2
1791,21
1792,19
1793,2
1794,117
1795,19
1796,32
1797,15
1798,15
1799,2
1800,11
1801,17
1802,49
1803,5
1804,23
1805,19
1806,17
1807,55
1808,10
1809,4
1810,24
1811,46
1812,15
1813,14
1814,15
1815,11
1816,14
1817,30
1818,36
1819,17
1820,40
1821,3
1822,7
1823,30
1824,48
1825,3
1826,30
1827,34
1828,31
1829,48
1830,16
1831,13
1832,21
1833,27
1834,17
1835,24
1836,2
1837,25
1838,12
1839,5
1840,10
1841,22
1842,38
1843,43
1844,15
1845,47
1846,45
1847,26
1848,17
1849,14
1850,22
1851,7
1852,4
1853,72
1854,20
1855,4
1856,4
1857,27
1858,275
1859,4
1860,41
1861,98
1862,2
1863,6
1864,34
1865,21
1866,16
1867,17
1868,19
1869,19
1870,24
1871,78
1872,11
1873,19
1874,19
1875,14
1876,24
1877,71
1878,21
1879,39
1880,30
1881,19
1882,12
1883,28
1884,15
1885,24
1886,5
1887,27
1888,12
1889,18
1890,20
1891,17
1892,62
1893,5
1894,28
1895,10
1896,166
1897,27
1898,14
1899,25
1900,2
1901,33
1902,7
1903,4
1904,6
1905,350
1906,52
1907,119
1908,26
1909,31
1910,41
1911,3
1912,19
1913,8
1914,15
1915,17
1916,21
1917,12
1918,25
1919,15
1920,8
1921,3
1922,67
1923,18
1924,10
1925,39
1926,4
1927,54
1928,46
1929,2
1930,5
1931,23
1932,14
1933,16
1934,32
1935,74
1936,10
1937,18
1938,7
1939,20
1940,27
1941,38
1942,12
1943,4
1944,38
1945,10
1946,18
1947,40
1948,34
1949,9
1950,30
1951,16
1952,19
1953,31
1954,43
1955,18
1956,61
1957,12
1958,51
1959,179
1960,12
1961,2
1962,21
1963,67
1964,5
1965,34
1966,14
1967,61
1968,20
1969,7
1970,3
1971,26
1972,8
1973,26
1974,39
1975,32
1976,31
1977,19
1978,22
1979,45
1980,28
1981,15
1982,14
1983,5
1984,17
1985,6
1986,3
1987,121
1988,31
1989,14
1990,13
1991,3
1992,15
1993,44
1994,3
1995,29
1996,30
1997,44
1998,69
1999,11
2000,23
2001,38
2002,2
2003,3
2004,3
2005,11
2006,104
2007,12
2008,8
2009,33
2010,71
2011,35
2012,2
2013,17
2014,20
2015,33
2016,38
2017,23
2018,26
2019,3
2020,36
2021,7
2022,13
2023,38
2024,51
2025,2
2026,20
2027,55
2028,13
2029,26
2030,9
2031,4
2032,19
2033,10
2034,33
2035,12
2036,27
2037,11
2038,4
2039,14
2040,24
2041,23
2042,1
2043,22
2044,4
2045,6
2046,60
2047,8
2048,24
2049,40
2050,22
2051,18
2052,2
2053,18
2054,31
2055,22
2056,16
2057,16
2058,433
2059,4
2060,10
2061,25
2062,45
2063,19
2064,18
2065,29
2066,22
2067,30
2068,35
2069,12
2070,22
2071,14
2072,4
2073,38
2074,6
2075,4
2076,6
2077,11
2078,24
2079,40
2080,16
2081,79
2082,33
2083,2
2084,30
2085,35
2086,23
2087,17
2088,19
2089,3
2090,17
2091,54
2092,28
2093,1
2094,83
2095,3
2096,9
2097,14
2098,10
2099,30
2100,5
2101,40
2102,16
2103,13
2104,43
2105,30
2106,21
2107,39
2108,20
2109,40
2110,23
2111,9
2112,19
2113,15
2114,43
2115,43
2116,35
2117,11
2118,37
2119,60
2120,100
2121,22
2122,16
2123,31
2124,5
2125,4
2126,4
2127,11
2128,22
2129,3
2130,63
2131,17
2132,29
2133,22
2134,19
2135,34
2136,2
2137,33
2138,13
2139,11
2140,2
2141,28
2142,13
2143,13
2144,57
2145,2
2146,31
2147,10
2148,9
2149,3
2150,71
2151,4
2152,14
2153,21
2154,11
2155,4
2156,22
2157,49
2158,29
2159,13
2160,23
2161,5
2162,33
2163,74
2164,40
2165,25
2166,20
2167,71
2168,345
2169,3
2170,17
2171,27
2172,28
2173,12
2174,38
2175,29
2176,19
2177,3
2178,23
2179,38
2180,20
2181,5
2182,12
2183,465
2184,16
2185,5
2186,12
2187,10
2188,24
2189,25
2190,26
2191,13
2192,37
2193,511
2194,79
2195,6
2196,42
2197,13
2198,42
2199,33
2200,35
2201,8
2202,20
2203,32
2204,15
2205,16
2206,3
2207,5
2208,44
2209,28
2210,27
2211,29
2212,20
2213,24
2214,11
2215,26
2216,12
2217,26
2218,14
2219,30
2220,40
2221,3
2222,5
2223,40
2224,25
2225,3
2226,23
2227,37
2228,29
2229,3
2230,20
2231,19
2232,31
2233,52
2234,11
2235,16
2236,25
2237,8
2238,13
2239,41
2240,5
2241,24
2242,10
2243,3
2244,26
2245,22
2246,2
2247,77
2248,87
2249,10
2250,13
2251,13
2252,8
2253,42
2254,54
2255,43
2256,17
2257,73
2258,378
2259,13
2260,28
2261,23
2262,5
2263,6
2264,27
2265,8
2266,34
2267,23
2268,74
2269,24
2270,6
2271,6
2272,5
2273,23
2274,3
2275,18
2276,6
2277,43
2278,62
2279,4
2280,28
2281,31
2282,7
2283,61
2284,16
2285,78
2286,16
2287,20
2288,22
2289,14
2290,24
2291,3
2292,31
2293,14
2294,9
2295,17
2296,32
2297,31
2298,6
2299,13
2300,7
2301,5
2302,39
2303,11
2304,121
2305,22
2306,15
2307,75
2308,24
2309,35
2310,31
2311,78
2312,22
2313,10
2314,22
2315,11
2316,3
2317,16
2318,8
2319,24
2320,47
2321,5
2322,12
2323,18
2324,4
2325,22
2326,16
2327,31
2328,31
2329,5
2330,11
2331,26
2332,6
2333,33
2334,14
2335,20
2336,17
2337,19
2338,2
2339,2
2340,37
2341,19
2342,10
2343,11
2344,13
2345,2
2346,3
2347,20
2348,131
2349,2
2350,7
2351,8
2352,22
2353,50
2354,13
2355,23
2356,20
2357,31
2358,23
2359,14
2360,23
2361,10
2362,3
2363,5
2364,44
2365,96
2366,4
2367,13
2368,17
2369,12
2370,20
2371,29
2372,25
2373,221
2374,8
2375,42
2376,8
2377,52
2378,8
2379,12
2380,21
2381,27
2382,20
2383,35
2384,23
2385,23
2386,44
2387,12
2388,46
2389,9
2390,36
2391,14
2392,20
2393,3
2394,12
2395,27
2396,12
2397,25
2398,20
2399,9
2400,155
2401,5
2402,45
2403,15
2404,27
2405,23
2406,38
2407,13
2408,3
2409,12
2410,14
2411,21
2412,28
2413,41
2414,18
2415,23
2416,5
2417,74
2418,28
2419,29
2420,21
2421,4
2422,78
2423,29
2424,2
2425,7
2426,20
2427,21
2428,11
2429,2
2430,15
2431,22
2432,29
2433,29
2434,28
2435,16
2436,11
2437,19
2438,29
2439,51
2440,2
2441,30
2442,23
2443,22
2444,3
2445,35
2446,14
2447,13
2448,78
2449,4
2450,26
2451,32
2452,9
2453,11
2454,18
2455,11
2456,6
2457,25
2458,22
2459,88
2460,20
2461,28
2462,225
2463,5
2464,3
2465,23
2466,17
2467,15
2468,2
2469,11
2470,67
2471,23
2472,15
2473,97
2474,6
2475,28
2476,106
2477,17
2478,3
2479,37
2480,7
2481,25
2482,24
2483,13
2484,70
2485,2
2486,4
2487,32
2488,28
2489,34
2490,5
2491,263
2492,18
2493,186
2494,8
2495,31
2496,3
2497,25
2498,70
2499,82
2500,52
2501,1
2502,7
2503,28
2504,34
2505,20
2506,28
2507,20
2508,18
2509,43
2510,42
2511,10
2512,23
2513,39
2514,40
2515,5
2516,13
2517,2
2518,17
2519,102
2520,13
2521,59
2522,229
2523,17
2524,16
2525,30
2526,46
2527,40
2528,15
2529,18
2530,22
2531,15
2532,14
2533,12
2534,9
2535,18
2536,1
2537,23
2538,25
2539,63
2540,49
2541,61
2542,3
2543,11
2544,49
2545,17
2546,27
2547,12
2548,23
2549,2
2550,23
2551,17
2552,19
2553,23
2554,18
2555,6
2556,5
2557,4
2558,6
2559,11
2560,29
2561,3
2562,25
2563,49
2564,3
2565,30
2566,17
2567,24
2568,21
2569,10
2570,10
2571,11
2572,19
2573,15
2574,24
2575,8
2576,4
2577,5
2578,4
2579,2
2580,9
2581,42
2582,29
2583,23
2584,3
2585,30
2586,57
2587,8
2588,12
2589,31
2590,26
2591,29
2592,140
2593,7
2594,4
2595,63
2596,35
2597,80
2598,24
2599,36
2600,18
2601,28
2602,4
2603,15
2604,24
2605,29
2606,4
2607,51
2608,11
2609,14
2610,32
2611,28
2612,23
2613,17
2614,32
2615,79
2616,21
2617,25
2618,18
2619,35
2620,18
2621,63
2622,10
2623,5
2624,16
2625,14
2626,63
2627,41
2628,19
2629,37
2630,47
2631,4
2632,25
2633,34
2634,36
2635,23
2636,1
2637,17
2638,20
2639,9
2640,4
2641,17
2642,30
2643,62
2644,76
2645,77
2646,28
2647,18
2648,21
2649,23
2650,14
2651,14
2652,18
2653,18
2654,16
2655,29
2656,11
2657,46
2658,18
2659,54
2660,50
2661,44
2662,50
2663,19
2664,8
2665,13
2666,43
2667,6
2668,18
2669,33
2670,29
2671,28
2672,31
2673,17
2674,13
2675,13
2676,3
2677,11
2678,5
2679,44
2680,22
2681,3
2682,26
2683,31
2684,3
2685,8
2686,27
2687,69
2688,20
2689,30
2690,5
2691,35
2692,62
2693,12
2694,50
2695,29
2696,96
2697,27
2698,45
2699,15
2700,9
2701,15
2702,14
2703,81
2704,60
2705,46
2706,2
2707,24
2708,40
2709,6
2710,57
2711,2
2712,3
2713,10
2714,21
2715,8
2716,2
2717,7
2718,10
2719,3
2720,18
2721,26
2722,62
2723,4
2724,2
2725,2
2726,27
2727,2
2728,25
2729,3
2730,27
2731,7
2732,43
2733,42
2734,3
2735,19
2736,3
2737,25
2738,14
2739,28
2740,23
2741,92
2742,33
2743,90
2744,2
2745,3
2746,37
2747,21
2748,14
2749,16
2750,81
2751,45
2752,3
2753,9
2754,63
2755,9
2756,14
2757,28
2758,34
2759,14
2760,52
2761,57
2762,7
2763,18
2764,3
2765,5
2766,17
2767,15
2768,31
2769,2
2770,15
2771,50
2772,8
2773,32
2774,2
2775,1
2776,39
2777,72
2778,22
2779,28
2780,5
2781,5
2782,334
2783,34
2784,4
2785,15
2786,39
2787,8
2788,4
2789,4
2790,9
2791,12
2792,12
2793,9
2794,18
2795,13
2796,16
2797,9
2798,39
2799,17
2800,47
2801,90
2802,4
2803,34
2804,26
2805,4
2806,25
2807,2
2808,17
2809,2
2810,3
2811,35
2812,17
2813,12
2814,22
2815,3
2816,28
2817,34
2818,29
2819,84
2820,3
2821,26
2822,9
2823,7
2824,1
2825,234
2826,22
2827,23
2828,60
2829,15
2830,37
2831,17
2832,31
2833,13
2834,13
2835,10
2836,15
2837,53
2838,7
2839,19
2840,19
2841,24
2842,14
2843,46
2844,76
2845,42
2846,34
2847,11
2848,10
2849,19
2850,6
2851,74
2852,75
2853,7
2854,24
2855,20
2856,27
2857,34
2858,1
2859,8
2860,4
2861,4
2862,12
2863,26
2864,11
2865,2
2866,23
2867,44
2868,80
2869,24
2870,14
2871,18
2872,11
2873,3
2874,3
2875,59
2876,27
2877,15
2878,12
2879,5
2880,6
2881,9
2882,17
2883,3
2884,2
2885,9
2886,44
2887,17
2888,13
2889,42
2890,27
2891,16
2892,5
2893,13
2894,20
2895,2
2896,24
2897,49
2898,41
2899,15
2900,14
2901,17
2902,25
2903,17
2904,6
2905,18
2906,13
2907,18
2908,4
2909,32
2910,18
2911,29
2912,32
2913,11
2914,13
2915,65
2916,21
2917,32
2918,25
2919,2
2920,11
2921,10
2922,8
2923,31
2924,32
2925,32
2926,15
2927,6
2928,35
2929,45
2930,24
2931,16
2932,15
2933,21
2934,6
2935,42
2936,2
2937,24
2938,29
2939,3
2940,5
2941,15
2942,19
2943,20
2944,11
2945,27
2946,12
2947,67
2948,54
2949,10
2950,66
2951,22
2952,13
2953,707
2954,45
2955,4
2956,7
2957,7
2958,116
2959,2
2960,28
2961,20
2962,42
2963,2
2964,29
2965,50
2966,3
2967,22
2968,26
2969,37
2970,13
2971,4
2972,3
2973,11
2974,28
2975,11
2976,25
2977,7
2978,92
2979,9
2980,25
2981,75
2982,31
2983,27
2984,19
2985,33
2986,73
2987,23
2988,44
2989,3
2990,32
2991,134
2992,3
2993,28
2994,5
2995,70
2996,3
2997,8
