,0
262,25
263,24
264,24
265,9
266,169
267,33
268,25
269,5
270,79
271,20
272,53
273,5
274,22
275,14
276,38
277,26
278,47
279,99
280,50
281,30
282,12
283,4
284,16
285,35
286,17
287,17
288,31
289,19
290,5
291,46
292,10
293,35
294,38
295,30
296,34
297,75
298,7
299,38
300,4
301,15
302,21
303,4
304,32
305,36
306,20
307,51
308,33
309,5
310,47
311,71
312,21
313,69
314,10
315,12
316,50
317,5
318,12
319,27
320,10
321,34
322,118
323,31
324,23
325,42
326,20
327,6
328,23
329,28
330,33
331,68
332,41
333,22
334,4
335,23
336,26
337,16
338,34
339,4
340,13
341,13
342,76
343,72
344,12
345,26
346,44
347,36
348,50
349,15
350,5
351,30
352,4
353,13
354,26
355,15
356,18
357,22
358,81
359,53
360,4
361,5
362,18
363,75
364,39
365,18
366,33
367,15
368,21
369,28
370,5
371,157
372,15
373,19
374,9
375,75
376,32
377,39
378,8
379,22
380,79
381,37
382,24
383,22
384,37
385,12
386,5
387,30
388,24
389,27
390,112
391,28
392,26
393,35
394,67
395,15
396,35
397,62
398,3
399,7
400,19
401,7
402,4
403,27
404,46
405,8
406,52
407,37
408,9
409,40
410,17
411,26
412,10
413,33
414,31
415,12
416,7
417,50
418,12
419,28
420,5
421,5
422,19
423,64
424,36
425,31
426,24
427,29
428,14
429,26
430,5
431,43
432,15
433,30
434,4
435,60
436,33
437,48
438,48
439,13
440,19
441,36
442,16
443,78
444,17
445,27
446,31
447,6
448,25
449,36
450,4
451,66
452,5
453,5
454,26
455,27
456,5
457,16
458,15
459,22
460,32
461,10
462,5
463,34
464,20
465,55
466,58
467,31
468,23
469,4
470,26
471,23
472,32
473,13
474,33
475,43
476,13
477,13
478,38
479,26
480,28
481,24
482,67
483,5
484,42
485,14
486,42
487,28
488,39
489,41
490,16
491,17
492,31
493,19
494,36
495,4
496,26
497,27
498,42
499,21
500,69
501,34
502,16
503,8
504,3
505,28
506,32
507,16
508,13
509,79
510,69
511,13
512,55
513,13
514,16
515,16
516,62
517,5
518,24
519,70
520,103
521,50
522,33
523,25
524,33
525,4
526,14
527,15
528,20
529,30
530,19
531,42
532,114
533,17
534,51
535,11
536,24
537,61
538,42
539,61
540,63
541,6
542,29
543,17
544,5
545,58
546,22
547,46
548,17
549,31
550,49
551,44
552,39
553,20
554,57
555,40
556,35
557,32
558,17
559,31
560,14
561,31
562,20
563,44
564,25
565,42
566,5
567,31
568,14
569,21
570,28
571,34
572,14
573,5
574,177
575,41
576,38
577,4
578,26
579,38
580,19
581,12
582,7
583,37
584,19
585,15
586,34
587,14
588,41
589,4
590,25
591,43
592,73
593,38
594,23
595,30
596,12
597,87
598,32
599,17
600,35
601,26
602,56
603,6
604,18
605,4
606,17
607,15
608,17
609,35
610,44
611,67
612,5
613,25
614,15
615,38
616,20
617,13
618,46
619,39
620,53
621,5
622,20
623,17
624,25
625,27
626,19
627,22
628,5
629,17
630,25
631,17
632,5
633,48
634,25
635,12
636,3
637,10
638,38
639,28
640,11
641,24
642,16
643,27
644,6
645,25
646,23
647,64
648,21
649,24
650,25
651,56
652,7
653,27
654,68
655,50
656,30
657,19
658,27
659,23
660,15
661,35
662,11
663,14
664,9
665,23
666,19
667,39
668,40
669,57
670,9
671,36
672,71
673,34
674,156
675,29
676,18
677,5
678,4
679,5
680,56
681,24
682,15
683,52
684,11
685,4
686,33
687,13
688,11
689,99
690,13
691,33
692,29
693,10
694,22
695,33
696,8
697,19
698,16
699,21
700,23
701,10
702,110
703,33
704,27
705,11
706,26
707,43
708,24
709,14
710,18
711,19
712,25
713,27
714,6
715,31
716,8
717,3
718,128
719,34
720,28
721,39
722,13
723,70
724,40
725,47
726,4
727,26
728,5
729,24
730,15
731,63
732,24
733,12
734,13
735,27
736,26
737,16
738,62
739,49
740,11
741,18
742,5
743,24
744,34
745,17
746,35
747,5
748,40
749,22
750,28
751,6
752,17
753,28
754,20
755,28
756,11
757,34
758,36
759,13
760,83
761,18
762,14
763,42
764,33
765,20
766,41
767,16
768,23
769,16
770,9
771,4
772,6
773,96
774,5
775,8
776,9
777,7
778,33
779,33
780,37
781,27
782,16
783,47
784,50
785,16
786,29
787,23
788,12
789,11
790,99
791,51
792,24
793,48
794,18
795,78
796,14
797,32
798,19
799,62
800,12
801,30
802,4
803,13
804,42
805,59
806,35
807,13
808,16
809,4
810,78
811,72
812,5
813,68
814,13
815,6
816,10
817,7
818,28
819,10
820,27
821,18
822,4
823,104
824,26
825,43
826,21
827,21
828,5
829,15
830,24
831,36
832,21
833,27
834,34
835,13
836,15
837,24
838,52
839,39
840,18
841,32
842,15
843,11
844,35
845,26
846,26
847,9
848,17
849,14
850,15
851,44
852,22
853,70
854,14
855,28
856,30
857,32
858,29
859,26
860,19
861,26
862,19
863,58
864,34
865,5
866,7
867,5
868,17
869,4
870,20
871,9
872,28
873,32
874,32
875,25
876,26
877,14
878,62
879,5
880,51
881,25
882,6
883,26
884,8
885,80
886,7
887,34
888,15
889,62
890,77
891,28
892,32
893,8
894,41
895,76
896,42
897,15
898,21
899,22
900,22
901,18
902,40
903,37
904,4
905,22
906,37
907,16
908,36
909,43
910,20
911,44
912,6
913,4
914,18
915,75
916,14
917,48
918,34
919,26
920,31
921,8
922,32
923,12
924,6
925,94
926,21
927,5
928,40
929,5
930,7
931,19
932,10
933,35
934,28
935,27
936,12
937,16
938,33
939,29
940,22
941,30
942,19
943,8
944,6
945,23
946,36
947,20
948,25
949,20
950,5
951,59
952,24
953,29
954,176
955,13
956,20
957,5
958,4
959,48
960,30
961,38
962,18
963,19
964,38
965,20
966,4
967,81
968,34
969,5
970,60
971,70
972,21
973,30
974,38
975,34
976,61
977,33
978,33
979,36
980,9
981,20
982,26
983,5
984,6
985,19
986,29
987,16
988,37
989,10
990,17
991,34
992,33
993,40
994,29
995,4
996,11
997,41
998,18
999,4
1000,23
1001,32
1002,21
1003,56
1004,23
1005,29
1006,82
1007,49
1008,8
1009,23
1010,86
1011,6
1012,14
1013,33
1014,25
1015,40
1016,28
1017,30
1018,18
1019,55
1020,11
1021,28
1022,15
1023,46
1024,27
1025,29
1026,24
1027,39
1028,27
1029,49
1030,31
1031,9
1032,5
1033,57
1034,11
1035,29
1036,27
1037,11
1038,20
1039,66
1040,6
1041,5
1042,30
1043,39
1044,67
1045,7
1046,70
1047,44
1048,45
1049,42
1050,17
1051,22
1052,17
1053,5
1054,43
1055,39
1056,10
1057,55
1058,44
1059,6
1060,27
1061,28
1062,27
1063,19
1064,25
1065,15
1066,34
1067,9
1068,27
1069,22
1070,26
1071,19
1072,38
1073,11
1074,5
1075,23
1076,36
1077,246
1078,4
1079,6
1080,6
1081,47
1082,32
1083,12
1084,37
1085,6
1086,35
1087,60
1088,18
1089,29
1090,11
1091,48
1092,11
1093,34
1094,25
1095,51
1096,20
1097,54
1098,66
1099,28
1100,20
1101,54
1102,17
1103,5
1104,40
1105,30
1106,40
1107,25
1108,80
1109,4
1110,5
1111,75
1112,24
1113,5
1114,21
1115,4
1116,14
1117,8
1118,48
1119,61
1120,15
1121,44
1122,79
1123,161
1124,31
1125,5
1126,35
1127,19
1128,48
1129,62
1130,22
1131,35
1132,53
1133,25
1134,16
1135,5
1136,30
1137,88
1138,33
1139,7
1140,15
1141,17
1142,18
1143,17
1144,12
1145,27
1146,12
1147,9
1148,6
1149,28
1150,37
1151,56
1152,20
1153,12
1154,5
1155,21
1156,45
1157,54
1158,10
1159,9
1160,23
1161,29
1162,43
1163,34
1164,21
1165,14
1166,76
1167,33
1168,39
1169,9
1170,43
1171,85
1172,88
1173,36
1174,52
1175,6
1176,65
1177,27
1178,68
1179,17
1180,18
1181,49
1182,5
1183,12
1184,23
1185,61
1186,19
1187,38
1188,4
1189,90
1190,19
1191,11
1192,27
1193,19
1194,26
1195,21
1196,8
1197,4
1198,8
1199,54
1200,35
1201,5
1202,24
1203,5
1204,19
1205,37
1206,8
1207,5
1208,41
1209,15
1210,47
1211,17
1212,21
1213,146
1214,5
1215,27
1216,35
1217,26
1218,17
1219,36
1220,10
1221,9
1222,42
1223,5
1224,18
1225,55
1226,5
1227,24
1228,37
1229,4
1230,111
1231,18
1232,24
1233,14
1234,21
1235,58
1236,142
1237,13
1238,20
1239,35
1240,31
1241,15
1242,9
1243,26
1244,123
1245,16
1246,15
1247,26
1248,86
1249,30
1250,31
1251,29
1252,18
1253,55
1254,13
1255,13
1256,60
1257,34
1258,3
1259,50
1260,34
1261,33
1262,15
1263,231
1264,38
1265,21
1266,31
1267,17
1268,25
1269,41
1270,4
1271,21
1272,30
1273,22
1274,13
1275,35
1276,34
1277,24
1278,75
1279,28
1280,27
1281,29
1282,8
1283,4
1284,20
1285,4
1286,8
1287,5
1288,21
1289,20
1290,32
1291,19
1292,82
1293,47
1294,38
1295,19
1296,10
1297,5
1298,32
1299,28
1300,15
1301,35
1302,22
1303,48
1304,40
1305,92
1306,34
1307,9
1308,10
1309,5
1310,79
1311,4
1312,11
1313,7
1314,46
1315,22
1316,18
1317,59
1318,48
1319,6
1320,78
1321,30
1322,31
1323,35
1324,5
1325,6
1326,13
1327,19
1328,7
1329,18
1330,81
1331,24
1332,9
1333,30
1334,75
1335,29
1336,43
1337,31
1338,20
1339,78
1340,5
1341,41
1342,14
1343,36
1344,12
1345,44
1346,68
1347,6
1348,22
1349,27
1350,19
1351,4
1352,7
1353,30
1354,8
1355,9
1356,20
1357,26
1358,67
1359,27
1360,11
1361,26
1362,28
1363,39
1364,9
1365,17
1366,5
1367,4
1368,33
1369,17
1370,44
1371,7
1372,84
1373,3
1374,26
1375,24
1376,36
1377,88
1378,79
1379,20
1380,5
1381,7
1382,4
1383,16
1384,26
1385,38
1386,82
1387,6
1388,60
1389,20
1390,47
1391,6
1392,52
1393,43
1394,35
1395,35
1396,18
1397,53
1398,6
1399,32
1400,8
1401,4
1402,5
1403,87
1404,130
1405,5
1406,5
1407,4
1408,19
1409,29
1410,82
1411,25
1412,20
1413,7
1414,44
1415,26
1416,15
1417,15
1418,45
1419,9
1420,30
1421,4
1422,35
1423,12
1424,52
1425,28
1426,25
1427,62
1428,31
1429,87
1430,40
1431,6
1432,4
1433,7
1434,40
1435,5
1436,31
1437,18
1438,46
1439,12
1440,382
1441,5
1442,53
1443,15
1444,10
1445,25
1446,20
1447,13
1448,33
1449,38
1450,27
1451,32
1452,10
1453,25
1454,26
1455,8
1456,46
1457,27
1458,43
1459,21
1460,42
1461,84
1462,61
1463,22
1464,35
1465,27
1466,16
1467,31
1468,36
1469,57
1470,16
1471,9
1472,18
1473,30
1474,5
1475,6
1476,10
1477,34
1478,56
1479,17
1480,16
1481,33
1482,22
1483,17
1484,7
1485,41
1486,16
1487,26
1488,81
1489,17
1490,17
1491,4
1492,31
1493,6
1494,6
1495,7
1496,41
1497,13
1498,22
1499,28
1500,14
1501,59
1502,35
1503,51
1504,8
1505,9
1506,5
1507,8
1508,34
1509,17
1510,6
1511,12
1512,21
1513,5
1514,8
1515,15
1516,8
1517,42
1518,5
1519,38
1520,28
1521,5
1522,8
1523,30
1524,24
1525,60
1526,21
1527,25
1528,19
1529,21
1530,6
1531,52
1532,18
1533,36
1534,14
1535,24
1536,33
1537,6
1538,56
1539,22
1540,42
1541,24
1542,123
1543,61
1544,25
1545,45
1546,8
1547,39
1548,81
1549,19
1550,26
1551,25
1552,7
1553,28
1554,39
1555,18
1556,39
1557,23
1558,27
1559,35
1560,5
1561,7
1562,15
1563,24
1564,34
1565,36
1566,16
1567,11
1568,45
1569,20
1570,16
1571,53
1572,84
1573,48
1574,84
1575,17
1576,8
1577,28
1578,28
1579,31
1580,8
1581,28
1582,16
1583,67
1584,5
1585,23
1586,10
1587,106
1588,10
1589,6
1590,57
1591,41
1592,6
1593,26
1594,46
1595,4
1596,15
1597,14
1598,11
1599,17
1600,26
1601,18
1602,86
1603,69
1604,81
1605,12
1606,20
1607,100
1608,11
1609,43
1610,22
1611,24
1612,32
1613,23
1614,6
1615,87
1616,47
1617,52
1618,37
1619,39
1620,10
1621,14
1622,32
1623,39
1624,31
1625,34
1626,31
1627,27
1628,170
1629,18
1630,16
1631,5
1632,45
1633,15
1634,29
1635,52
1636,17
1637,32
1638,49
1639,23
1640,23
1641,37
1642,41
1643,5
1644,21
1645,37
1646,48
1647,32
1648,14
1649,7
1650,42
1651,35
1652,18
1653,33
1654,18
1655,23
1656,18
1657,8
1658,29
1659,10
1660,6
1661,28
1662,56
1663,44
1664,37
1665,24
1666,34
1667,16
1668,16
1669,50
1670,6
1671,5
1672,21
1673,21
1674,4
1675,7
1676,36
1677,20
1678,44
1679,4
1680,5
1681,21
1682,30
1683,93
1684,34
1685,36
1686,19
1687,54
1688,6
1689,148
1690,21
1691,23
1692,9
1693,19
1694,12
1695,17
1696,8
1697,20
1698,23
1699,5
1700,11
1701,17
1702,45
1703,53
1704,34
1705,23
1706,5
1707,66
1708,10
1709,3
1710,13
1711,17
1712,30
1713,59
1714,20
1715,69
1716,380
1717,5
1718,42
1719,11
1720,3
1721,43
1722,15
1723,38
1724,32
1725,11
1726,63
1727,28
1728,18
1729,23
1730,20
1731,16
1732,24
1733,18
1734,12
1735,23
1736,49
1737,13
1738,127
1739,15
1740,13
1741,54
1742,4
1743,37
1744,16
1745,12
1746,40
1747,8
1748,24
1749,5
1750,25
1751,39
1752,26
1753,21
1754,75
1755,18
1756,35
1757,46
1758,13
1759,44
1760,6
1761,25
1762,19
1763,52
1764,39
1765,17
1766,22
1767,4
1768,34
1769,17
1770,77
1771,38
1772,130
1773,6
1774,37
1775,5
1776,28
1777,52
1778,37
1779,30
1780,21
1781,5
1782,61
1783,25
1784,27
1785,10
1786,9
1787,33
1788,4
1789,35
1790,4
1791,25
1792,27
1793,4
1794,92
1795,27
1796,44
1797,24
1798,22
1799,4
1800,19
1801,16
1802,54
1803,7
1804,26
1805,26
1806,24
1807,48
1808,14
1809,9
1810,29
1811,32
1812,23
1813,19
1814,23
1815,18
1816,22
1817,38
1818,39
1819,22
1820,49
1821,7
1822,13
1823,33
1824,56
1825,5
1826,38
1827,31
1828,35
1829,55
1830,21
1831,20
1832,27
1833,34
1834,24
1835,28
1836,4
1837,37
1838,18
1839,7
1840,15
1841,25
1842,44
1843,56
1844,25
1845,57
1846,53
1847,33
1848,18
1849,23
1850,21
1851,11
1852,8
1853,79
1854,23
1855,8
1856,6
1857,32
1858,219
1859,9
1860,49
1861,95
1862,4
1863,10
1864,39
1865,30
1866,21
1867,23
1868,28
1869,23
1870,30
1871,74
1872,15
1873,22
1874,28
1875,23
1876,32
1877,51
1878,25
1879,46
1880,43
1881,27
1882,19
1883,36
1884,22
1885,30
1886,7
1887,34
1888,19
1889,27
1890,27
1891,26
1892,70
1893,6
1894,34
1895,17
1896,147
1897,20
1898,16
1899,31
1900,5
1901,43
1902,13
1903,8
1904,11
1905,267
1906,62
1907,100
1908,20
1909,36
1910,59
1911,5
1912,25
1913,14
1914,24
1915,21
1916,32
1917,18
1918,29
1919,22
1920,12
1921,4
1922,49
1923,26
1924,14
1925,49
1926,8
1927,53
1928,62
1929,5
1930,6
1931,34
1932,23
1933,23
1934,35
1935,67
1936,17
1937,26
1938,7
1939,24
1940,36
1941,51
1942,19
1943,7
1944,47
1945,15
1946,23
1947,31
1948,39
1949,11
1950,45
1951,25
1952,25
1953,36
1954,53
1955,23
1956,60
1957,20
1958,60
1959,125
1960,18
1961,5
1962,22
1963,79
1964,6
1965,39
1966,20
1967,63
1968,30
1969,12
1970,6
1971,38
1972,12
1973,34
1974,46
1975,39
1976,37
1977,26
1978,27
1979,39
1980,35
1981,25
1982,21
1983,10
1984,23
1985,6
1986,5
1987,99
1988,35
1989,21
1990,13
1991,7
1992,23
1993,60
1994,5
1995,36
1996,35
1997,53
1998,53
1999,14
2000,25
2001,42
2002,4
2003,5
2004,4
2005,17
2006,99
2007,20
2008,12
2009,43
2010,49
2011,42
2012,4
2013,26
2014,24
2015,45
2016,24
2017,33
2018,40
2019,7
2020,44
2021,12
2022,15
2023,43
2024,47
2025,4
2026,25
2027,65
2028,19
2029,30
2030,16
2031,9
2032,20
2033,15
2034,40
2035,20
2036,37
2037,18
2038,6
2039,20
2040,31
2041,32
2042,3
2043,19
2044,6
2045,6
2046,63
2047,13
2048,36
2049,49
2050,27
2051,25
2052,4
2053,25
2054,40
2055,31
2056,25
2057,23
2058,353
2059,8
2060,16
2061,34
2062,53
2063,29
2064,23
2065,37
2066,25
2067,40
2068,49
2069,10
2070,28
2071,22
2072,6
2073,51
2074,10
2075,6
2076,7
2077,17
2078,31
2079,37
2080,25
2081,77
2082,39
2083,4
2084,40
2085,47
2086,24
2087,23
2088,28
2089,5
2090,21
2091,65
2092,24
2093,3
2094,94
2095,6
2096,15
2097,23
2098,15
2099,21
2100,6
2101,49
2102,21
2103,21
2104,40
2105,34
2106,29
2107,52
2108,25
2109,53
2110,31
2111,7
2112,25
2113,23
2114,45
2115,58
2116,31
2117,16
2118,49
2119,68
2120,97
2121,30
2122,25
2123,38
2124,7
2125,9
2126,9
2127,9
2128,29
2129,5
2130,74
2131,14
2132,37
2133,24
2134,25
2135,48
2136,4
2137,43
2138,20
2139,10
2140,4
2141,34
2142,16
2143,16
2144,59
2145,4
2146,36
2147,15
2148,12
2149,5
2150,78
2151,6
2152,11
2153,22
2154,17
2155,5
2156,23
2157,60
2158,31
2159,22
2160,30
2161,8
2162,42
2163,76
2164,49
2165,35
2166,30
2167,82
2168,225
2169,6
2170,22
2171,28
2172,39
2173,18
2174,40
2175,40
2176,27
2177,5
2178,25
2179,46
2180,27
2181,10
2182,14
2183,378
2184,24
2185,11
2186,19
2187,17
2188,34
2189,36
2190,37
2191,17
2192,46
2193,349
2194,52
2195,10
2196,55
2197,12
2198,51
2199,37
2200,52
2201,14
2202,19
2203,37
2204,24
2205,23
2206,5
2207,7
2208,33
2209,39
2210,31
2211,39
2212,24
2213,30
2214,13
2215,33
2216,17
2217,31
2218,20
2219,36
2220,53
2221,5
2222,10
2223,47
2224,30
2225,5
2226,20
2227,49
2228,39
2229,5
2230,26
2231,29
2232,36
2233,60
2234,15
2235,16
2236,33
2237,13
2238,18
2239,44
2240,9
2241,30
2242,14
2243,7
2244,36
2245,19
2246,4
2247,52
2248,100
2249,12
2250,22
2251,20
2252,12
2253,58
2254,61
2255,51
2256,25
2257,79
2258,357
2259,21
2260,34
2261,28
2262,8
2263,11
2264,33
2265,14
2266,40
2267,27
2268,80
2269,30
2270,7
2271,8
2272,10
2273,29
2274,7
2275,28
2276,7
2277,57
2278,63
2279,6
2280,35
2281,34
2282,12
2283,69
2284,20
2285,99
2286,21
2287,24
2288,19
2289,19
2290,32
2291,7
2292,24
2293,19
2294,12
2295,20
2296,44
2297,40
2298,12
2299,12
2300,13
2301,10
2302,36
2303,13
2304,90
2305,19
2306,21
2307,63
2308,31
2309,47
2310,23
2311,52
2312,30
2313,14
2314,31
2315,17
2316,5
2317,24
2318,10
2319,32
2320,44
2321,7
2322,17
2323,28
2324,7
2325,26
2326,22
2327,41
2328,38
2329,5
2330,18
2331,36
2332,12
2333,39
2334,20
2335,21
2336,25
2337,26
2338,4
2339,4
2340,41
2341,25
2342,14
2343,18
2344,20
2345,5
2346,5
2347,20
2348,97
2349,4
2350,12
2351,14
2352,32
2353,40
2354,18
2355,28
2356,30
2357,43
2358,33
2359,21
2360,32
2361,15
2362,7
2363,7
2364,55
2365,91
2366,7
2367,18
2368,25
2369,18
2370,29
2371,38
2372,27
2373,213
2374,7
2375,54
2376,12
2377,66
2378,7
2379,17
2380,21
2381,39
2382,25
2383,39
2384,32
2385,27
2386,60
2387,17
2388,50
2389,13
2390,40
2391,19
2392,27
2393,5
2394,17
2395,35
2396,14
2397,36
2398,29
2399,14
2400,109
2401,9
2402,47
2403,23
2404,34
2405,26
2406,42
2407,14
2408,4
2409,18
2410,23
2411,28
2412,33
2413,46
2414,22
2415,33
2416,10
2417,55
2418,33
2419,32
2420,27
2421,6
2422,81
2423,37
2424,4
2425,10
2426,26
2427,23
2428,15
2429,4
2430,23
2431,20
2432,38
2433,36
2434,38
2435,24
2436,16
2437,30
2438,37
2439,61
2440,5
2441,40
2442,27
2443,31
2444,5
2445,42
2446,22
2447,19
2448,80
2449,7
2450,34
2451,40
2452,13
2453,17
2454,25
2455,10
2456,11
2457,32
2458,27
2459,86
2460,26
2461,33
2462,145
2463,6
2464,5
2465,21
2466,20
2467,23
2468,4
2469,17
2470,45
2471,33
2472,23
2473,95
2474,10
2475,32
2476,75
2477,19
2478,5
2479,43
2480,12
2481,32
2482,28
2483,19
2484,91
2485,4
2486,6
2487,35
2488,37
2489,28
2490,7
2491,231
2492,25
2493,160
2494,10
2495,43
2496,5
2497,23
2498,74
2499,85
2500,48
2501,3
2502,12
2503,36
2504,45
2505,24
2506,37
2507,28
2508,23
2509,53
2510,49
2511,18
2512,32
2513,46
2514,45
2515,9
2516,14
2517,4
2518,23
2519,90
2520,19
2521,53
2522,172
2523,24
2524,17
2525,37
2526,61
2527,53
2528,20
2529,23
2530,29
2531,25
2532,19
2533,17
2534,14
2535,22
2536,3
2537,30
2538,32
2539,58
2540,61
2541,65
2542,5
2543,12
2544,53
2545,27
2546,46
2547,19
2548,26
2549,4
2550,30
2551,24
2552,24
2553,34
2554,26
2555,10
2556,7
2557,6
2558,11
2559,16
2560,36
2561,4
2562,30
2563,63
2564,5
2565,35
2566,24
2567,31
2568,29
2569,16
2570,14
2571,19
2572,23
2573,18
2574,35
2575,11
2576,6
2577,10
2578,5
2579,5
2580,9
2581,56
2582,38
2583,20
2584,6
2585,38
2586,64
2587,12
2588,17
2589,41
2590,38
2591,34
2592,119
2593,13
2594,7
2595,67
2596,40
2597,84
2598,24
2599,32
2600,21
2601,38
2602,6
2603,25
2604,33
2605,33
2606,8
2607,61
2608,10
2609,15
2610,47
2611,40
2612,31
2613,20
2614,28
2615,74
2616,26
2617,35
2618,27
2619,47
2620,23
2621,62
2622,15
2623,7
2624,23
2625,18
2626,69
2627,55
2628,16
2629,51
2630,53
2631,5
2632,30
2633,26
2634,35
2635,34
2636,3
2637,24
2638,20
2639,13
2640,6
2641,26
2642,29
2643,61
2644,79
2645,81
2646,34
2647,25
2648,33
2649,31
2650,14
2651,21
2652,22
2653,24
2654,22
2655,43
2656,17
2657,54
2658,25
2659,61
2660,57
2661,56
2662,47
2663,27
2664,13
2665,20
2666,56
2667,7
2668,24
2669,45
2670,39
2671,20
2672,40
2673,21
2674,17
2675,19
2676,6
2677,15
2678,10
2679,57
2680,27
2681,5
2682,37
2683,39
2684,5
2685,14
2686,36
2687,81
2688,28
2689,36
2690,11
2691,38
2692,63
2693,16
2694,70
2695,41
2696,91
2697,23
2698,60
2699,23
2700,18
2701,19
2702,22
2703,77
2704,67
2705,45
2706,4
2707,34
2708,36
2709,10
2710,63
2711,4
2712,5
2713,11
2714,29
2715,13
2716,4
2717,13
2718,8
2719,4
2720,20
2721,32
2722,71
2723,5
2724,4
2725,4
2726,37
2727,4
2728,34
2729,6
2730,33
2731,12
2732,40
2733,51
2734,5
2735,24
2736,5
2737,26
2738,13
2739,39
2740,25
2741,64
2742,41
2743,95
2744,4
2745,5
2746,50
2747,28
2748,19
2749,27
2750,74
2751,53
2752,7
2753,15
2754,74
2755,15
2756,21
2757,37
2758,42
2759,23
2760,47
2761,48
2762,11
2763,25
2764,5
2765,5
2766,20
2767,25
2768,40
2769,4
2770,18
2771,60
2772,14
2773,42
2774,4
2775,3
2776,36
2777,76
2778,27
2779,34
2780,10
2781,7
2782,332
2783,45
2784,7
2785,14
2786,43
2787,13
2788,6
2789,5
2790,14
2791,9
2792,19
2793,14
2794,28
2795,19
2796,23
2797,16
2798,53
2799,16
2800,59
2801,95
2802,5
2803,45
2804,37
2805,5
2806,30
2807,4
2808,25
2809,4
2810,5
2811,41
2812,23
2813,15
2814,29
2815,7
2816,36
2817,39
2818,35
2819,83
2820,4
2821,33
2822,8
2823,11
2824,3
2825,152
2826,28
2827,26
2828,41
2829,24
2830,34
2831,26
2832,39
2833,18
2834,21
2835,16
2836,23
2837,62
2838,11
2839,28
2840,29
2841,29
2842,17
2843,49
2844,82
2845,51
2846,41
2847,17
2848,20
2849,16
2850,7
2851,82
2852,84
2853,13
2854,34
2855,28
2856,35
2857,44
2858,3
2859,14
2860,5
2861,8
2862,19
2863,29
2864,14
2865,4
2866,27
2867,59
2868,61
2869,30
2870,17
2871,23
2872,16
2873,6
2874,5
2875,49
2876,34
2877,21
2878,18
2879,9
2880,12
2881,8
2882,23
2883,7
2884,4
2885,8
2886,55
2887,25
2888,17
2889,52
2890,37
2891,23
2892,5
2893,11
2894,29
2895,4
2896,28
2897,42
2898,57
2899,19
2900,22
2901,26
2902,32
2903,14
2904,9
2905,15
2906,19
2907,22
2908,6
2909,44
2910,22
2911,36
2912,38
2913,19
2914,18
2915,49
2916,30
2917,41
2918,32
2919,4
2920,17
2921,17
2922,14
2923,40
2924,39
2925,41
2926,20
2927,10
2928,46
2929,46
2930,30
2931,19
2932,20
2933,26
2934,10
2935,59
2936,4
2937,31
2938,26
2939,5
2940,6
2941,21
2942,27
2943,28
2944,16
2945,37
2946,11
2947,51
2948,61
2949,17
2950,60
2951,27
2952,20
2953,447
2954,37
2955,8
2956,12
2957,14
2958,92
2959,4
2960,38
2961,30
2962,53
2963,5
2964,23
2965,63
2966,5
2967,20
2968,31
2969,41
2970,11
2971,7
2972,5
2973,15
2974,29
2975,10
2976,29
2977,11
2978,82
2979,13
2980,32
2981,54
2982,37
2983,36
2984,28
2985,38
2986,78
2987,33
2988,55
2989,5
2990,45
2991,89
2992,4
2993,34
2994,9
2995,83
2996,5
2997,14
